geoid,tract_pop_city,poverty_rate,pov_quintile,race_group,excluded_reason
17031834300,6240,0.18726053639846743,Q4,nh_black,
17031834400,3765,0.2033939393939394,Q4,nh_black,
17031834500,1765,0.4178082191780822,Q5,nh_black,
17031834600,2357,0.40766002098635884,Q5,nh_black,
17031834700,1759,0.3616010854816825,Q5,nh_black,
17031834800,1753,0.3061101028433152,Q5,nh_black,
17031834900,1952,0.3609625668449198,Q5,nh_black,
17031835000,6398,0.22097186700767263,Q4,hispanic,
17031835100,5585,0.2093546210928716,Q4,hispanic,
17031835200,2038,0.08123877917414722,Q2,hispanic,
17031835500,1584,0.4940736119775421,Q5,nh_black,
17031835600,898,0.6975881261595547,Q5,nh_black,
17031835800,1698,0.1978021978021978,Q4,nh_black,
17031836000,2338,0.23897996357012752,Q4,nh_black,
17031836100,1893,0.3741496598639456,Q5,nh_black,
17031836200,2178,0.09919571045576407,Q2,no_majority,
17031836300,1492,0.29791271347248577,Q5,no_majority,
17031836400,3621,0.3081621321488062,Q5,nh_black,
17031836500,1527,0.3228668941979522,Q5,nh_black,
17031836600,2929,0.11032587357675697,Q2,hispanic,
17031836700,2481,0.2100681302043906,Q4,nh_black,
17031836800,2645,0.5629952456418383,Q5,nh_black,
17031836900,1439,0.7340187751452839,Q5,nh_black,
17031837000,2042,0.16187658495350804,Q3,nh_black,
17031837100,1652,0.22486413043478262,Q4,nh_black,
17031837300,2489,0.4811443433029909,Q5,nh_black,
17031837400,1990,0.3455200823892894,Q5,nh_black,
17031837800,2837,0.3057884231536926,Q5,nh_black,
17031838000,2651,0.26867924528301884,Q5,nh_black,
17031838100,1821,0.3383647798742138,Q5,nh_black,
17031838200,1675,0.08657587548638132,Q2,no_majority,
17031838300,2580,0.15585738539898134,Q3,nh_white,
17031838600,1518,0.35955831608005523,Q5,nh_black,
17031838700,4132,0.4512557385903322,Q5,nh_black,
17031838800,3102,0.42876344086021506,Q5,nh_black,
17031839000,10435,0.14188919888401755,Q3,nh_white,
17031839100,8234,0.060172773309502534,Q1,nh_white,
17031839200,2749,0.2351931330472103,Q4,nh_black,
17031839500,1590,0.15147857573928786,Q3,nh_black,
