ward2023,period,ward2015,share_of_rpt_n
34,YTD2023-08,28,0.1731
34,YTD2023-08,27,0.0604
34,YTD2023-08,3,0.0220
34,YTD2023-08,4,0.0165
34,YTD2023-08,11,0.0055
35,CY2019,35,0.6382
35,CY2019,33,0.1617
35,CY2019,31,0.0910
35,CY2019,32,0.0455
35,CY2019,30,0.0364
35,CY2019,26,0.0273
35,CY2019-2025,35,0.5462
35,CY2019-2025,33,0.2131
35,CY2019-2025,31,0.0973
35,CY2019-2025,32,0.0929
35,CY2019-2025,26,0.0269
35,CY2019-2025,30,0.0237
35,CY2020,35,0.6296
35,CY2020,33,0.1462
35,CY2020,31,0.1262
35,CY2020,32,0.0548
35,CY2020,30,0.0249
35,CY2020,26,0.0183
35,CY2020-2022,35,0.6023
35,CY2020-2022,33,0.1646
35,CY2020-2022,31,0.1288
35,CY2020-2022,32,0.0644
35,CY2020-2022,26,0.0240
35,CY2020-2022,30,0.0160
35,CY2021,35,0.5837
35,CY2021,31,0.1614
35,CY2021,33,0.1594
35,CY2021,32,0.0578
35,CY2021,26,0.0259
35,CY2021,30,0.0120
35,CY2022,35,0.5953
35,CY2022,33,0.1779
35,CY2022,31,0.1144
35,CY2022,32,0.0733
35,CY2022,26,0.0264
35,CY2022,30,0.0127
35,CY2023,35,0.4670
35,CY2023,33,0.2526
35,CY2023,32,0.1645
35,CY2023,31,0.0558
35,CY2023,26,0.0323
35,CY2023,30,0.0279
35,CY2023-2025,35,0.4397
35,CY2023-2025,33,0.2882
35,CY2023-2025,32,0.1473
35,CY2023-2025,31,0.0726
35,CY2023-2025,26,0.0293
35,CY2023-2025,30,0.0229
35,YTD2019-08,35,0.6495
35,YTD2019-08,33,0.1730
35,YTD2019-08,31,0.0847
35,YTD2019-08,32,0.0423
35,YTD2019-08,26,0.0261
35,YTD2019-08,30,0.0243
35,YTD2020-08,35,0.6560
35,YTD2020-08,33,0.1260
35,YTD2020-08,31,0.1180
35,YTD2020-08,32,0.0520
35,YTD2020-08,30,0.0300
35,YTD2020-08,26,0.0180
35,YTD2021-08,35,0.6136
35,YTD2021-08,33,0.1648
35,YTD2021-08,31,0.1222
35,YTD2021-08,32,0.0568
35,YTD2021-08,26,0.0284
35,YTD2021-08,30,0.0142
35,YTD2022-08,35,0.6016
35,YTD2022-08,33,0.1803
35,YTD2022-08,31,0.1091
35,YTD2022-08,32,0.0735
35,YTD2022-08,26,0.0264
35,YTD2022-08,30,0.0092
35,YTD2023-08,35,0.4470
35,YTD2023-08,33,0.2729
35,YTD2023-08,32,0.1777
35,YTD2023-08,31,0.0395
35,YTD2023-08,26,0.0359
35,YTD2023-08,30,0.0269
36,CY2019,36,0.5733
36,CY2019,26,0.2023
36,CY2019,1,0.1086
36,CY2019,2,0.0525
36,CY2019,27,0.0365
36,CY2019,30,0.0237
36,CY2019,29,0.0031
36,CY2019-2025,36,0.4987
36,CY2019-2025,26,0.2118
36,CY2019-2025,1,0.1798
36,CY2019-2025,2,0.0567
36,CY2019-2025,27,0.0241
36,CY2019-2025,30,0.0220
36,CY2019-2025,29,0.0070
36,CY2020,36,0.5441
36,CY2020,26,0.2500
36,CY2020,1,0.1195
36,CY2020,2,0.0460
36,CY2020,30,0.0294
36,CY2020,27,0.0092
36,CY2020,29,0.0018
36,CY2020-2022,36,0.5021
36,CY2020-2022,26,0.2572
36,CY2020-2022,1,0.1575
36,CY2020-2022,2,0.0460
36,CY2020-2022,30,0.0150
36,CY2020-2022,27,0.0139
36,CY2020-2022,29,0.0083
36,CY2021,36,0.4965
36,CY2021,26,0.2465
36,CY2021,1,0.1667
36,CY2021,2,0.0585
36,CY2021,27,0.0177
36,CY2021,30,0.0089
36,CY2021,29,0.0053
36,CY2022,36,0.4783
36,CY2022,26,0.2693
36,CY2022,1,0.1763
36,CY2022,2,0.0374
36,CY2022,27,0.0145
36,CY2022,29,0.0145
36,CY2022,30,0.0097
36,CY2023,36,0.5080
36,CY2023,26,0.2013
36,CY2023,1,0.1885
36,CY2023,2,0.0447
36,CY2023,27,0.0272
36,CY2023,30,0.0176
36,CY2023,29,0.0128
36,CY2023-2025,36,0.4364
36,CY2023-2025,1,0.2543
36,CY2023-2025,26,0.1833
36,CY2023-2025,2,0.0685
36,CY2023-2025,30,0.0263
36,CY2023-2025,27,0.0221
36,CY2023-2025,29,0.0090
36,YTD2019-08,36,0.5271
36,YTD2019-08,26,0.2103
36,YTD2019-08,1,0.1201
36,YTD2019-08,2,0.0665
36,YTD2019-08,27,0.0414
36,YTD2019-08,30,0.0305
36,YTD2019-08,29,0.0041
36,YTD2020-08,36,0.5218
36,YTD2020-08,26,0.2736
36,YTD2020-08,1,0.1103
36,YTD2020-08,2,0.0483
36,YTD2020-08,30,0.0322
36,YTD2020-08,27,0.0115
36,YTD2020-08,29,0.0023
36,YTD2021-08,36,0.4541
36,YTD2021-08,26,0.2581
36,YTD2021-08,1,0.1935
36,YTD2021-08,2,0.0670
36,YTD2021-08,27,0.0199
36,YTD2021-08,30,0.0074
36,YTD2022-08,36,0.4654
36,YTD2022-08,26,0.2895
36,YTD2022-08,1,0.1717
36,YTD2022-08,2,0.0374
36,YTD2022-08,29,0.0152
36,YTD2022-08,27,0.0125
36,YTD2022-08,30,0.0083
36,YTD2023-08,36,0.5201
36,YTD2023-08,26,0.2129
36,YTD2023-08,1,0.1727
36,YTD2023-08,2,0.0361
36,YTD2023-08,27,0.0281
36,YTD2023-08,29,0.0161
36,YTD2023-08,30,0.0141
37,CY2019,37,0.9586
37,CY2019,28,0.0312
37,CY2019,29,0.0102
37,CY2019-2025,37,0.9374
37,CY2019-2025,28,0.0544
37,CY2019-2025,29,0.0080
37,CY2019-2025,36,0.0002
37,CY2020,37,0.9252
37,CY2020,28,0.0610
37,CY2020,29,0.0138
37,CY2020-2022,37,0.9155
37,CY2020-2022,28,0.0732
37,CY2020-2022,29,0.0113
37,CY2021,37,0.9391
37,CY2021,28,0.0467
37,CY2021,29,0.0142
37,CY2022,37,0.8963
37,CY2022,28,0.0956
37,CY2022,29,0.0082
37,CY2023,37,0.9236
37,CY2023,28,0.0714
37,CY2023,29,0.0033
37,CY2023,36,0.0017
37,CY2023-2025,37,0.9403
37,CY2023-2025,28,0.0564
37,CY2023-2025,29,0.0027
37,CY2023-2025,36,0.0005
37,YTD2019-08,37,0.9585
37,YTD2019-08,28,0.0292
37,YTD2019-08,29,0.0123
37,YTD2020-08,37,0.9249
37,YTD2020-08,28,0.0610
37,YTD2020-08,29,0.0141
37,YTD2021-08,37,0.9291
37,YTD2021-08,28,0.0551
37,YTD2021-08,29,0.0157
37,YTD2022-08,37,0.8938
37,YTD2022-08,28,0.0975
37,YTD2022-08,29,0.0086
37,YTD2023-08,37,0.9119
37,YTD2023-08,28,0.0822
37,YTD2023-08,29,0.0039
37,YTD2023-08,36,0.0020
38,CY2019,38,0.8475
38,CY2019,36,0.1009
38,CY2019,29,0.0383
38,CY2019,45,0.0133
38,CY2019-2025,38,0.8616
38,CY2019-2025,36,0.0801
38,CY2019-2025,29,0.0350
38,CY2019-2025,45,0.0233
38,CY2020,38,0.8386
38,CY2020,36,0.0784
38,CY2020,29,0.0611
38,CY2020,45,0.0219
38,CY2020-2022,38,0.8746
38,CY2020-2022,36,0.0643
38,CY2020-2022,29,0.0388
38,CY2020-2022,45,0.0223
38,CY2021,38,0.8818
38,CY2021,36,0.0771
38,CY2021,29,0.0325
38,CY2021,45,0.0086
38,CY2022,38,0.8939
38,CY2022,36,0.0474
38,CY2022,45,0.0309
38,CY2022,29,0.0278
38,CY2023,38,0.8677
38,CY2023,36,0.0675
38,CY2023,29,0.0405
38,CY2023,45,0.0243
38,CY2023-2025,38,0.8602
38,CY2023-2025,36,0.0789
38,CY2023-2025,45,0.0320
38,CY2023-2025,29,0.0290
38,YTD2019-08,38,0.8311
38,YTD2019-08,36,0.1103
38,YTD2019-08,29,0.0426
38,YTD2019-08,45,0.0161
38,YTD2020-08,38,0.8294
38,YTD2020-08,36,0.0789
38,YTD2020-08,29,0.0697
38,YTD2020-08,45,0.0220
38,YTD2021-08,38,0.8854
38,YTD2021-08,36,0.0756
38,YTD2021-08,29,0.0341
38,YTD2021-08,45,0.0049
38,YTD2022-08,38,0.8968
38,YTD2022-08,36,0.0464
38,YTD2022-08,45,0.0313
38,YTD2022-08,29,0.0255
38,YTD2023-08,38,0.8571
38,YTD2023-08,36,0.0690
38,YTD2023-08,29,0.0476
38,YTD2023-08,45,0.0263
39,CY2019,39,0.9779
39,CY2019,40,0.0218
39,CY2019,45,0.0003
39,CY2019-2025,39,0.9712
39,CY2019-2025,40,0.0275
39,CY2019-2025,45,0.0012
39,CY2019-2025,33,0.0001
39,CY2020,39,0.9704
39,CY2020,40,0.0296
39,CY2020-2022,39,0.9753
39,CY2020-2022,40,0.0240
39,CY2020-2022,45,0.0005
39,CY2020-2022,33,0.0002
39,CY2021,39,0.9800
39,CY2021,40,0.0192
39,CY2021,45,0.0009
39,CY2022,39,0.9751
39,CY2022,40,0.0238
39,CY2022,45,0.0005
39,CY2022,33,0.0005
39,CY2023,39,0.9550
39,CY2023,40,0.0443
39,CY2023,45,0.0007
39,CY2023-2025,39,0.9639
39,CY2023-2025,40,0.0339
39,CY2023-2025,45,0.0022
39,YTD2019-08,39,0.9836
39,YTD2019-08,40,0.0160
39,YTD2019-08,45,0.0004
39,YTD2020-08,39,0.9731
39,YTD2020-08,40,0.0269
39,YTD2021-08,39,0.9754
39,YTD2021-08,40,0.0234
39,YTD2021-08,45,0.0011
39,YTD2022-08,39,0.9751
39,YTD2022-08,40,0.0238
39,YTD2022-08,45,0.0006
39,YTD2022-08,33,0.0006
39,YTD2023-08,39,0.9616
39,YTD2023-08,40,0.0375
39,YTD2023-08,45,0.0009
40,CY2019,40,0.9164
40,CY2019,50,0.0459
40,CY2019,33,0.0376
40,CY2019-2025,40,0.9065
40,CY2019-2025,50,0.0660
40,CY2019-2025,33,0.0275
40,CY2020,40,0.9020
40,CY2020,50,0.0776
40,CY2020,33,0.0204
40,CY2020-2022,40,0.9082
40,CY2020-2022,50,0.0652
40,CY2020-2022,33,0.0266
40,CY2021,40,0.8857
40,CY2021,50,0.0738
40,CY2021,33,0.0405
40,CY2022,40,0.9184
40,CY2022,50,0.0559
40,CY2022,33,0.0257
40,CY2023,40,0.8982
40,CY2023,50,0.0827
40,CY2023,33,0.0191
40,CY2023-2025,40,0.8982
40,CY2023-2025,50,0.0803
40,CY2023-2025,33,0.0215
40,YTD2019-08,40,0.9150
40,YTD2019-08,50,0.0497
40,YTD2019-08,33,0.0353
40,YTD2020-08,40,0.8998
40,YTD2020-08,50,0.0811
40,YTD2020-08,33,0.0191
40,YTD2021-08,40,0.9061
40,YTD2021-08,50,0.0515
40,YTD2021-08,33,0.0424
40,YTD2022-08,40,0.9178
40,YTD2022-08,50,0.0564
40,YTD2022-08,33,0.0258
40,YTD2023-08,40,0.8878
40,YTD2023-08,50,0.0928
40,YTD2023-08,33,0.0194
41,CY2019,41,0.8929
41,CY2019,45,0.0841
41,CY2019,38,0.0230
41,CY2019-2025,41,0.8992
41,CY2019-2025,45,0.0868
41,CY2019-2025,38,0.0139
41,CY2020,41,0.9145
41,CY2020,45,0.0768
41,CY2020,38,0.0086
41,CY2020-2022,41,0.9098
41,CY2020-2022,45,0.0792
41,CY2020-2022,38,0.0110
41,CY2021,41,0.8962
41,CY2021,45,0.0856
41,CY2021,38,0.0182
41,CY2022,41,0.9155
41,CY2022,45,0.0765
41,CY2022,38,0.0079
41,CY2023,41,0.8831
41,CY2023,45,0.1042
41,CY2023,38,0.0127
41,CY2023-2025,41,0.8934
41,CY2023-2025,45,0.0957
41,CY2023-2025,38,0.0109
41,YTD2019-08,41,0.9034
41,YTD2019-08,45,0.0730
41,YTD2019-08,38,0.0235
41,YTD2020-08,41,0.9035
41,YTD2020-08,45,0.0871
41,YTD2020-08,38,0.0094
41,YTD2021-08,41,0.8825
41,YTD2021-08,45,0.0983
41,YTD2021-08,38,0.0192
41,YTD2022-08,41,0.9158
41,YTD2022-08,45,0.0785
41,YTD2022-08,38,0.0058
41,YTD2023-08,41,0.8858
41,YTD2023-08,45,0.1044
41,YTD2023-08,38,0.0098
42,CY2019,42,0.9616
42,CY2019,2,0.0384
42,CY2019-2025,42,0.9601
42,CY2019-2025,2,0.0399
42,CY2020,42,0.9035
42,CY2020,2,0.0965
42,CY2020-2022,42,0.9568
42,CY2020-2022,2,0.0432
42,CY2021,42,0.9587
42,CY2021,2,0.0413
42,CY2022,42,0.9739
42,CY2022,2,0.0261
42,CY2023,42,0.9719
42,CY2023,2,0.0281
42,CY2023-2025,42,0.9620
42,CY2023-2025,2,0.0380
42,YTD2019-08,42,0.9582
42,YTD2019-08,2,0.0418
42,YTD2020-08,42,0.9448
42,YTD2020-08,2,0.0552
42,YTD2021-08,42,0.9498
42,YTD2021-08,2,0.0502
42,YTD2022-08,42,0.9750
42,YTD2022-08,2,0.0250
42,YTD2023-08,42,0.9679
42,YTD2023-08,2,0.0321
43,CY2019,43,0.9816
43,CY2019,2,0.0184
43,CY2019-2025,43,0.9710
43,CY2019-2025,2,0.0258
43,CY2019-2025,44,0.0031
43,CY2020,43,0.9813
43,CY2020,2,0.0150
43,CY2020,44,0.0037
43,CY2020-2022,43,0.9795
43,CY2020-2022,2,0.0134
43,CY2020-2022,44,0.0071
43,CY2021,43,0.9749
43,CY2021,2,0.0140
43,CY2021,44,0.0112
43,CY2022,43,0.9810
43,CY2022,2,0.0127
43,CY2022,44,0.0063
43,CY2023,43,0.9669
43,CY2023,2,0.0315
43,CY2023,44,0.0016
43,CY2023-2025,43,0.9609
43,CY2023-2025,2,0.0372
43,CY2023-2025,44,0.0019
43,YTD2019-08,43,0.9774
43,YTD2019-08,2,0.0226
43,YTD2020-08,43,0.9821
43,YTD2020-08,2,0.0179
43,YTD2021-08,43,0.9697
43,YTD2021-08,2,0.0152
43,YTD2021-08,44,0.0152
43,YTD2022-08,43,0.9816
43,YTD2022-08,2,0.0113
43,YTD2022-08,44,0.0071
43,YTD2023-08,43,0.9691
43,YTD2023-08,2,0.0291
43,YTD2023-08,44,0.0018
44,CY2019,44,1.0000
44,CY2019-2025,44,1.0000
44,CY2020,44,1.0000
44,CY2020-2022,44,1.0000
44,CY2021,44,1.0000
44,CY2022,44,1.0000
44,CY2023,44,1.0000
44,CY2023-2025,44,1.0000
44,YTD2019-08,44,1.0000
44,YTD2020-08,44,1.0000
44,YTD2021-08,44,1.0000
44,YTD2022-08,44,1.0000
44,YTD2023-08,44,1.0000
45,CY2019,45,0.7619
45,CY2019,41,0.1811
45,CY2019,38,0.0473
45,CY2019,30,0.0097
45,CY2019-2025,45,0.7445
45,CY2019-2025,41,0.1923
45,CY2019-2025,38,0.0579
45,CY2019-2025,30,0.0052
45,CY2020,45,0.7876
45,CY2020,41,0.1802
45,CY2020,38,0.0306
45,CY2020,30,0.0017
45,CY2020-2022,45,0.7522
45,CY2020-2022,41,0.1989
45,CY2020-2022,38,0.0479
45,CY2020-2022,30,0.0009
45,CY2021,45,0.7731
45,CY2021,41,0.1662
45,CY2021,38,0.0607
45,CY2022,45,0.7139
45,CY2022,41,0.2349
45,CY2022,38,0.0501
45,CY2022,30,0.0011
45,CY2023,45,0.7378
45,CY2023,41,0.1925
45,CY2023,38,0.0671
45,CY2023,30,0.0026
45,CY2023-2025,45,0.7215
45,CY2023-2025,41,0.1941
45,CY2023-2025,38,0.0779
45,CY2023-2025,30,0.0064
45,YTD2019-08,45,0.7583
45,YTD2019-08,41,0.1860
45,YTD2019-08,38,0.0454
45,YTD2019-08,30,0.0103
45,YTD2020-08,45,0.8152
45,YTD2020-08,41,0.1540
45,YTD2020-08,38,0.0289
45,YTD2020-08,30,0.0019
45,YTD2021-08,45,0.7849
45,YTD2021-08,41,0.1574
45,YTD2021-08,38,0.0577
45,YTD2022-08,45,0.7120
45,YTD2022-08,41,0.2390
45,YTD2022-08,38,0.0478
45,YTD2022-08,30,0.0012
45,YTD2023-08,45,0.7280
45,YTD2023-08,41,0.1987
45,YTD2023-08,38,0.0722
45,YTD2023-08,30,0.0010
46,CY2019,46,0.9161
46,CY2019,47,0.0757
46,CY2019,44,0.0082
46,CY2019-2025,46,0.9346
46,CY2019-2025,47,0.0556
46,CY2019-2025,44,0.0098
46,CY2020,46,0.9416
46,CY2020,47,0.0487
46,CY2020,44,0.0097
46,CY2020-2022,46,0.9456
46,CY2020-2022,47,0.0458
46,CY2020-2022,44,0.0086
46,CY2021,46,0.9526
46,CY2021,47,0.0345
46,CY2021,44,0.0129
46,CY2022,46,0.9448
46,CY2022,47,0.0493
46,CY2022,44,0.0059
46,CY2023,46,0.9688
46,CY2023,47,0.0293
46,CY2023,44,0.0020
46,CY2023-2025,46,0.9345
46,CY2023-2025,47,0.0539
46,CY2023-2025,44,0.0116
46,YTD2019-08,46,0.9212
46,YTD2019-08,47,0.0705
46,YTD2019-08,44,0.0083
46,YTD2020-08,46,0.9455
46,YTD2020-08,47,0.0428
46,YTD2020-08,44,0.0117
46,YTD2021-08,46,0.9441
46,YTD2021-08,47,0.0391
46,YTD2021-08,44,0.0168
46,YTD2022-08,46,0.9389
46,YTD2022-08,47,0.0543
46,YTD2022-08,44,0.0068
46,YTD2023-08,46,0.9700
46,YTD2023-08,47,0.0300
47,CY2019,47,0.9744
47,CY2019,44,0.0189
47,CY2019,33,0.0054
47,CY2019,40,0.0013
47,CY2019-2025,47,0.9597
47,CY2019-2025,44,0.0274
47,CY2019-2025,33,0.0082
47,CY2019-2025,40,0.0047
47,CY2020,47,0.9587
47,CY2020,44,0.0264
47,CY2020,33,0.0149
47,CY2020-2022,47,0.9559
47,CY2020-2022,44,0.0257
47,CY2020-2022,33,0.0154
47,CY2020-2022,40,0.0031
47,CY2021,47,0.9505
47,CY2021,44,0.0396
47,CY2021,33,0.0074
47,CY2021,40,0.0025
47,CY2022,47,0.9563
47,CY2022,33,0.0192
47,CY2022,44,0.0192
47,CY2022,40,0.0053
47,CY2023,47,0.9680
47,CY2023,44,0.0160
47,CY2023,33,0.0102
47,CY2023,40,0.0058
47,CY2023-2025,47,0.9543
47,CY2023-2025,44,0.0334
47,CY2023-2025,40,0.0078
47,CY2023-2025,33,0.0045
47,YTD2019-08,47,0.9668
47,YTD2019-08,44,0.0244
47,YTD2019-08,33,0.0068
47,YTD2019-08,40,0.0020
47,YTD2020-08,47,0.9556
47,YTD2020-08,44,0.0263
47,YTD2020-08,33,0.0182
47,YTD2021-08,47,0.9667
47,YTD2021-08,44,0.0300
47,YTD2021-08,40,0.0033
47,YTD2022-08,47,0.9553
47,YTD2022-08,44,0.0195
47,YTD2022-08,33,0.0195
47,YTD2022-08,40,0.0057
47,YTD2023-08,47,0.9643
47,YTD2023-08,44,0.0188
47,YTD2023-08,33,0.0094
47,YTD2023-08,40,0.0075
48,CY2019,48,0.9974
48,CY2019,46,0.0026
48,CY2019-2025,48,0.9993
48,CY2019-2025,46,0.0007
48,CY2020,48,1.0000
48,CY2020-2022,48,1.0000
48,CY2021,48,1.0000
48,CY2022,48,1.0000
48,CY2023,48,1.0000
48,CY2023-2025,48,1.0000
48,YTD2019-08,48,0.9965
48,YTD2019-08,46,0.0035
48,YTD2020-08,48,1.0000
48,YTD2021-08,48,1.0000
48,YTD2022-08,48,1.0000
48,YTD2023-08,48,1.0000
49,CY2019,49,0.9611
49,CY2019,40,0.0389
49,CY2019-2025,49,0.9524
49,CY2019-2025,40,0.0476
49,CY2020,49,0.9779
49,CY2020,40,0.0221
49,CY2020-2022,49,0.9356
49,CY2020-2022,40,0.0644
49,CY2021,49,0.9595
49,CY2021,40,0.0405
49,CY2022,49,0.9063
49,CY2022,40,0.0937
49,CY2023,49,0.9628
49,CY2023,40,0.0372
49,CY2023-2025,49,0.9654
49,CY2023-2025,40,0.0346
49,YTD2019-08,49,0.9770
49,YTD2019-08,40,0.0230
49,YTD2020-08,49,0.9726
49,YTD2020-08,40,0.0274
49,YTD2021-08,49,0.9798
49,YTD2021-08,40,0.0202
49,YTD2022-08,49,0.9020
49,YTD2022-08,40,0.0980
49,YTD2023-08,49,0.9632
49,YTD2023-08,40,0.0368
50,CY2019,50,0.9224
50,CY2019,40,0.0707
50,CY2019,39,0.0070
50,CY2019-2025,50,0.9133
50,CY2019-2025,40,0.0799
50,CY2019-2025,39,0.0068
50,CY2020,50,0.9075
50,CY2020,40,0.0854
50,CY2020,39,0.0071
50,CY2020-2022,50,0.9080
50,CY2020-2022,40,0.0839
50,CY2020-2022,39,0.0080
50,CY2021,50,0.8892
50,CY2021,40,0.0962
50,CY2021,39,0.0146
50,CY2022,50,0.9162
50,CY2022,40,0.0778
50,CY2022,39,0.0060
50,CY2023,50,0.8859
50,CY2023,40,0.1100
50,CY2023,39,0.0041
50,CY2023-2025,50,0.9094
50,CY2023-2025,40,0.0852
50,CY2023-2025,39,0.0054
50,YTD2019-08,50,0.9306
50,YTD2019-08,40,0.0603
50,YTD2019-08,39,0.0090
50,YTD2020-08,50,0.8989
50,YTD2020-08,40,0.0925
50,YTD2020-08,39,0.0086
50,YTD2021-08,50,0.9051
50,YTD2021-08,40,0.0766
50,YTD2021-08,39,0.0182
50,YTD2022-08,50,0.9134
50,YTD2022-08,40,0.0803
50,YTD2022-08,39,0.0064
50,YTD2023-08,50,0.8771
50,YTD2023-08,40,0.1179
50,YTD2023-08,39,0.0049
